agency_name,_type,id,name,description,classification,start_time,end_time,timezone,status,all_day,location_name,location_url,location_address,source_url,source_note,scraped_time
Chicago Police Department,event,chi_police/201810101900/19/beat_1914_community_meeting,Beat 1914 Community Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 19",2018-10-10 19:00,2018-10-10 20:00,America/Chicago,confirmed,0,N/A,N/A,"Clarendon Park, 4501 N. Clarendon",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810101900/16/1622_beat_meeting,1622 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 16",2018-10-10 19:00,2018-10-10 20:00,America/Chicago,confirmed,0,N/A,N/A,"Dunham Park, 4638 N. Melvina",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810101900/20/2012_beat_meeting,2012 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 20",2018-10-10 19:00,2018-10-10 20:00,America/Chicago,confirmed,0,N/A,N/A,St. Gregory Gym 1609 W. Gregory ,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810101830/14/1421_beat_meeting,1421 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 14",2018-10-10 18:30,2018-10-10 19:30,America/Chicago,confirmed,0,N/A,N/A,1605 N. Troy - Humboldt Park Library,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810101830/22/beat_meeting_2232/2233,Beat Meeting 2232/2233,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 22",2018-10-10 18:30,2018-10-10 19:30,America/Chicago,confirmed,0,N/A,N/A,FERNWOOD PARK- 10438 S. WALLACE,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810101800/25/district_advisory_committee_dac,District Advisory Committee (DAC),"Each District Commander has a District Advisory Committee which serves to provide advice and community based strategies that address underlying conditions contributing to crime and disorder in the district. Each District Advisory Committee should represent the broad spectrum of stakeholders in the community including residents, businesses, houses of worship, libraries, parks, schools and community-based organizations.",District Advisory Committee (DAC),2018-10-10 18:00,2018-10-10 19:00,America/Chicago,confirmed,0,N/A,N/A,5555 W Grand Ave,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810091900/22/beat_meeting_2223,Beat Meeting 2223,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 22",2018-10-09 19:00,2018-10-09 20:00,America/Chicago,confirmed,0,N/A,N/A,ROBICHAUX PARK-9247 S. EGGLESTON STREET,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810091900/8/831/832_beat_meeting,831/832 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 8",2018-10-09 19:00,2018-10-09 20:00,America/Chicago,confirmed,0,N/A,N/A,Marquette Park Fieldhouse - 6734 S. Kedzie Ave,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810091900/20/2022_beat_meeting,2022 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 20",2018-10-09 19:00,2018-10-09 20:00,America/Chicago,confirmed,0,N/A,N/A,Broadway Armory 5917 N. Broadway,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810091900/24/2411_community_beat_meeting,2411 Community Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 24",2018-10-09 19:00,2018-10-09 20:00,America/Chicago,confirmed,0,N/A,N/A,"Rogers Elementary School 7345 N Washtenaw Chicago, IL.",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810091830/11/beat_meeting_1124_25,Beat Meeting 1124-25,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 11",2018-10-09 18:30,2017-12-21 19:30,America/Chicago,confirmed,0,N/A,N/A,2622 W. Jackson JLM Abundant Life Center,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810091800/10/beat_meeting_1034,Beat Meeting 1034 ,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 10",2018-10-09 18:00,2018-10-09 19:00,America/Chicago,confirmed,0,N/A,N/A,Y.M.C.A-Rauner 2700 S. Western Ave,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810081830/19/beat_1934_1935_community_meeting,Beat 1934 & 1935 Community Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 19",2018-10-08 18:30,2018-10-08 19:30,America/Chicago,confirmed,0,N/A,N/A,"2nd Unitarian Church, 656 W. Barry",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810041900/3/beat_meeting_313_314,Beat Meeting 313 & 314,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 3",2018-10-04 19:00,2018-10-04 20:00,America/Chicago,confirmed,0,N/A,N/A,"6200 S. Drexel, Harris Park Recreation Center",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810041900/22/beat_meeting_2211/2212,Beat Meeting 2211/2212,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 22",2018-10-04 19:00,2018-10-04 20:00,America/Chicago,confirmed,0,N/A,N/A,1900 W. MONTEREY,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810041900/8/834_beat_meeting,834 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 8",2018-10-04 19:00,2018-10-04 20:00,America/Chicago,confirmed,0,N/A,N/A,Bogan High School - 3939 W. 79th Street,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810041830/19/beat_1915_community_meeting,Beat 1915 Community Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 19",2018-10-04 18:30,2018-10-04 19:30,America/Chicago,confirmed,0,N/A,N/A,"Uptown Buena Library, 929 W. Buena",https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810041830/25/2522_beat_meeting,2522 Beat Meeting,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 25",2018-10-04 18:30,2018-10-04 19:30,America/Chicago,confirmed,0,N/A,N/A,Hermosa Park 2240 N Kilbourn,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
Chicago Police Department,event,chi_police/201810041800/11/beat_meeting_1112_1121,Beat Meeting 1112-1121,"CPD Beat meetings, held on all 279 police beats in the City, provide a regular opportunity for police officers, residents, and other community stakeholders to exchange information, identify and prioritize problems, and begin developing solutions to those problems.","Beat Meeting, District 11",2018-10-04 18:00,2018-10-04 19:00,America/Chicago,confirmed,0,N/A,N/A,642 N. Kedzie Sanctuary Place ,https://home.chicagopolice.org/get-involved-with-caps/all-community-event-calendars,N/A,2018-04-23 19:17
